src_port,dst_port,protocol,flow_duration,total_pkts,total_bytes,packet_rate,byte_rate,fwd_pkts,fwd_bytes,avg_pkt_size,min_pkt_size,max_pkt_size,tcp_flags,iat_mean,Label
16246,21,TCP,1944.36,18,13497,9.26,6941.57,9,6748,749.88,90,1169,2,108.02,BENIGN
55851,8873,TCP,25.73,2,105,77.7,4079.23,2,105,53.0,40,60,2,12.87,PortScan
14234,1410,TCP,34.87,2,95,57.34,2723.46,2,95,47.96,40,60,1,17.44,PortScan
39703,3389,TCP,771.78,32,6156,41.46,7976.4,16,3078,192.38,50,500,24,6.02,BruteForce
443,443,UDP,947.32,36,8022,38.0,8467.98,16,3565,222.85,82,326,18,26.31,BENIGN
53,80,UDP,50.23,30,16523,597.18,328906.9,15,8261,550.78,53,745,24,1.67,BENIGN
44943,443,TCP,3178.46,1898,222912,597.14,70132.13,1898,222912,117.45,40,120,2,0.73,DDoS
35093,3389,TCP,1249.69,31,11072,24.81,8859.79,15,5536,357.16,50,500,24,20.67,BruteForce
80,22,TCP,792.89,19,17680,23.96,22297.91,11,10236,930.58,92,1220,16,41.73,BENIGN
21167,443,TCP,2430.43,865,96057,355.9,39522.6,865,96057,111.05,40,120,2,0.56,DDoS
62138,80,TCP,4026.82,3350,138219,831.92,34324.59,3350,138219,41.26,40,120,2,0.12,DDoS
15883,2173,TCP,6.11,1,41,163.38,6698.48,1,41,41.39,40,60,0,6.11,PortScan
443,8080,TCP,2861.01,38,22540,13.28,7878.32,21,12456,593.17,85,749,2,75.29,BENIGN
80,443,TCP,1433.3,10,7489,6.98,5224.97,6,4493,749.0,50,1015,24,143.33,BENIGN
61378,21,TCP,725.67,64,11442,88.19,15767.4,32,5721,178.79,50,500,24,22.67,BruteForce
53,22,UDP,1285.77,21,21071,16.33,16387.68,12,12040,1003.4,60,1308,24,61.23,BENIGN
8006,443,TCP,2362.22,1115,107498,472.01,45507.12,1115,107498,96.41,40,120,2,0.74,DDoS
28962,7702,TCP,10.96,2,111,182.35,10120.16,2,111,55.67,40,60,1,5.48,PortScan
45285,443,TCP,2719.6,5,1366,1.84,502.28,3,819,273.21,99,368,18,543.92,BENIGN
8080,22,TCP,2264.37,35,23737,15.46,10482.79,18,12207,678.22,78,1010,18,64.7,BENIGN
443,443,TCP,465.77,43,13010,92.32,27931.79,22,6656,302.56,95,426,2,10.83,BENIGN
64440,53,TCP,514.11,41,16685,79.75,32453.74,19,7732,406.96,41,594,2,12.54,BENIGN
53,443,TCP,3351.55,6,4278,1.79,1276.42,3,2139,713.06,76,1138,24,558.59,BENIGN
56758,1803,TCP,33.7,1,58,29.66,1720.57,1,58,58.65,40,60,0,33.7,PortScan
443,443,TCP,1029.25,5,2425,4.86,2356.07,3,1455,485.09,94,635,2,205.85,BENIGN
23932,1074,TCP,9.76,2,110,204.62,11253.95,2,110,55.0,40,60,0,4.88,PortScan
22663,80,TCP,3126.71,2392,195392,765.02,62491.22,2392,195392,81.69,40,120,2,0.59,DDoS
80,443,TCP,1047.87,30,28794,28.63,27478.38,17,16317,959.82,48,1249,16,34.93,BENIGN
27923,443,TCP,1708.53,3655,430727,2139.27,252103.89,3655,430727,117.85,40,120,2,1.16,DDoS
21908,443,TCP,1595.29,2040,184422,1278.77,115604.42,2040,184422,90.4,40,120,2,1.3,DDoS
28566,2054,TCP,16.3,2,89,122.6,5455.9,2,89,44.99,40,60,0,8.15,PortScan
61136,443,TCP,654.11,34,28889,51.98,44164.42,19,16144,849.7,85,1343,18,19.24,BENIGN
52356,8080,TCP,2264.89,20,8648,8.83,3818.28,10,4324,432.42,98,604,18,113.24,BENIGN
61991,7410,TCP,30.23,2,80,66.15,2645.84,2,80,40.22,40,60,1,15.11,PortScan
443,8080,TCP,2098.99,9,4095,4.29,1950.93,4,1820,455.01,65,698,2,233.22,BENIGN
15199,22,TCP,397.89,58,19184,145.77,48214.34,29,9592,330.77,50,500,24,20.45,BruteForce
60442,7479,TCP,11.93,2,109,167.57,9132.42,2,109,54.68,40,60,1,5.96,PortScan
80,53,UDP,918.91,35,12428,38.09,13524.54,16,5681,355.09,42,450,2,26.25,BENIGN
53,443,TCP,3485.75,35,23341,10.04,6696.11,19,12671,666.91,61,1059,2,99.59,BENIGN
80,443,UDP,1091.32,46,29438,42.15,26974.39,25,15999,639.96,48,775,18,23.72,BENIGN
21788,8080,TCP,72.07,38,19110,527.21,265129.94,21,10560,502.9,63,740,24,1.9,BENIGN
48985,9500,TCP,28.32,2,102,70.59,3600.12,2,102,51.14,40,60,0,14.16,PortScan
59871,443,TCP,3913.26,3926,367837,1003.26,93997.62,3926,367837,93.69,40,120,2,0.97,DDoS
53,53,TCP,305.51,28,7065,91.65,23124.6,17,4289,252.35,43,372,18,10.91,BENIGN
20018,53,TCP,723.82,8,7661,11.05,10583.97,4,3830,957.74,88,1324,18,90.48,BENIGN
80,22,TCP,631.8,26,6263,41.15,9912.74,12,2890,240.9,97,374,2,24.3,BENIGN
80,53,TCP,1142.57,32,11413,28.01,9988.76,14,4993,356.67,66,515,16,35.71,BENIGN
53,80,TCP,531.01,15,11034,28.25,20778.96,7,5149,735.62,67,1166,2,35.4,BENIGN
80,22,TCP,2360.1,11,2563,4.66,1085.97,5,1165,233.05,60,354,18,214.55,BENIGN
32545,80,TCP,1609.96,3549,398841,2204.4,247732.9,3549,398841,112.38,40,120,2,1.01,DDoS
10789,80,TCP,3198.32,4297,267261,1343.52,83562.83,4297,267261,62.2,40,120,2,0.49,DDoS
21735,3389,TCP,598.25,99,34868,165.48,58283.54,49,17434,352.21,50,500,24,22.51,BruteForce
26903,53,TCP,2086.33,39,21902,18.69,10497.81,24,13478,561.6,92,813,18,53.5,BENIGN
443,53,TCP,190.93,21,8445,109.98,44228.45,10,4021,402.15,65,553,18,9.09,BENIGN
8080,443,TCP,525.27,41,24368,78.05,46390.4,24,14264,594.36,92,788,18,12.81,BENIGN
64132,326,TCP,41.55,1,47,24.06,1130.85,1,47,47.6,40,60,2,41.55,PortScan
19666,80,TCP,4676.82,3087,253795,660.06,54266.58,3087,253795,82.21,40,120,2,0.4,DDoS
42715,3962,TCP,40.71,1,59,24.56,1448.9,1,59,59.39,40,60,2,40.71,PortScan
54300,53,TCP,577.46,42,31473,72.73,54501.7,25,18734,749.36,63,1185,24,13.75,BENIGN
53999,6771,TCP,26.53,1,45,37.68,1695.42,1,45,45.56,40,60,2,26.53,PortScan
25055,80,TCP,4924.88,1863,189826,378.28,38544.32,1863,189826,101.89,40,120,2,1.15,DDoS
53,21,TCP,1586.16,33,12906,20.8,8136.6,15,5866,391.11,51,516,24,48.07,BENIGN
58787,22,TCP,370.93,25,8026,67.4,21637.68,12,4013,321.08,50,500,24,23.98,BruteForce
28356,5595,TCP,10.38,2,108,192.49,10394.32,2,108,54.01,40,60,2,5.19,PortScan
18008,443,TCP,2085.3,42,35380,20.14,16966.31,25,21060,842.4,77,1192,16,49.65,BENIGN
8080,22,TCP,1753.5,36,23670,20.53,13498.65,17,11177,657.52,73,970,16,48.71,BENIGN
80,8080,TCP,278.37,4,2392,14.37,8592.64,2,1196,598.12,45,761,18,69.59,BENIGN
43785,5579,TCP,6.07,1,58,164.56,9544.42,1,58,58.97,40,60,1,6.07,PortScan
34479,443,TCP,3502.46,2653,172736,757.47,49318.54,2653,172736,65.11,40,120,2,0.85,DDoS
38555,80,TCP,3251.59,3718,205920,1143.44,63329.09,3718,205920,55.38,40,120,2,0.51,DDoS
51964,80,TCP,3023.05,4200,242558,1389.32,80236.12,4200,242558,57.75,40,120,2,1.1,DDoS
80,8080,TCP,3005.95,32,23120,10.65,7691.38,17,12283,722.53,40,1058,16,93.94,BENIGN
80,8080,UDP,348.9,12,11469,34.39,32871.13,6,5734,955.82,80,1520,18,29.07,BENIGN
65388,5163,TCP,13.83,2,102,144.5,7369.38,2,102,51.02,40,60,0,6.92,PortScan
80,21,UDP,92.76,24,13684,258.7,147500.68,14,7982,570.21,78,874,2,3.87,BENIGN
53,21,UDP,832.57,28,16220,33.63,19481.67,12,6951,579.3,97,724,18,29.73,BENIGN
80,80,TCP,718.47,16,15594,22.27,21704.18,7,6822,974.66,70,1332,18,44.9,BENIGN
443,22,TCP,1868.95,45,44999,24.08,24077.04,23,22999,1000.0,52,1302,2,41.53,BENIGN
33116,3389,TCP,1360.28,27,9714,19.85,7141.19,13,4857,359.79,50,500,24,7.91,BruteForce
54466,443,TCP,3867.05,4751,366060,1228.59,94661.36,4751,366060,77.05,40,120,2,0.49,DDoS
53,80,TCP,748.41,30,19804,40.08,26461.17,15,9902,660.15,74,1020,24,24.95,BENIGN
42998,8080,UDP,1325.99,18,6793,13.57,5122.94,9,3396,377.44,51,478,2,73.67,BENIGN
51666,21,TCP,538.36,35,12355,65.01,22949.42,17,6177,353.02,50,500,24,21.5,BruteForce
14293,7985,TCP,23.93,2,81,83.53,3382.86,2,81,40.65,40,60,2,11.97,PortScan
2215,22,TCP,670.56,45,17243,67.11,25714.22,22,8621,383.19,50,500,24,5.4,BruteForce
64017,9033,TCP,13.15,1,57,75.97,4330.24,1,57,57.74,40,60,2,13.15,PortScan
53,8080,TCP,1509.6,39,11188,25.83,7411.17,18,5163,286.88,40,398,18,38.71,BENIGN
14355,4307,TCP,42.46,1,51,23.55,1200.88,1,51,51.71,40,60,1,42.46,PortScan
15014,243,TCP,27.5,2,83,72.71,3017.29,2,83,41.85,40,60,1,13.75,PortScan
80,22,TCP,488.78,39,26299,79.79,53804.45,19,12812,674.34,47,1048,24,12.53,BENIGN
35417,891,TCP,38.67,2,117,51.71,3025.04,2,117,58.77,40,60,0,19.33,PortScan
46889,9170,TCP,7.28,1,48,137.21,6586.16,1,48,48.4,40,60,1,7.28,PortScan
80,22,TCP,215.96,48,35786,222.26,165702.31,22,16402,745.56,80,1079,2,4.5,BENIGN
61167,7617,TCP,36.49,1,53,27.4,1452.18,1,53,53.17,40,60,1,36.49,PortScan
5127,2077,TCP,36.26,1,52,27.57,1433.71,1,52,52.65,40,60,1,36.26,PortScan
443,53,TCP,440.58,27,7516,61.28,17058.93,15,4175,278.38,46,372,16,16.32,BENIGN
53,8080,UDP,1866.27,27,26077,14.47,13972.68,16,15453,965.84,87,1417,24,69.12,BENIGN
25753,8080,TCP,896.16,14,12272,15.62,13693.81,7,6136,876.59,97,1103,2,64.01,BENIGN
14279,443,TCP,2176.29,4505,202475,2070.04,93036.77,4505,202475,44.94,40,120,2,0.23,DDoS
443,443,TCP,509.47,36,20383,70.66,40007.69,21,11890,566.22,86,807,18,14.15,BENIGN
443,21,TCP,1589.22,13,4172,8.18,2625.18,6,1925,320.99,61,488,2,122.25,BENIGN
25306,21,TCP,1097.15,26,8408,23.7,7663.39,14,4527,323.4,52,389,24,42.2,BENIGN
37070,443,TCP,846.37,3061,155168,3616.61,183332.99,3061,155168,50.69,40,120,2,0.72,DDoS
24620,80,TCP,4487.42,1443,101060,321.57,22520.73,1443,101060,70.04,40,120,2,1.22,DDoS
4931,808,TCP,12.06,2,116,165.75,9613.34,2,116,58.14,40,60,2,6.03,PortScan
443,21,UDP,2237.84,41,22343,18.32,9984.14,21,11444,544.96,56,825,16,54.58,BENIGN
51105,443,TCP,1570.43,33,25626,21.01,16317.74,18,13977,776.55,49,1107,24,47.59,BENIGN
80,21,TCP,106.19,17,18294,160.08,172267.21,11,11837,1076.14,84,1347,18,6.25,BENIGN
8080,8080,TCP,681.96,33,17373,48.39,25474.61,19,10003,526.48,53,837,2,20.67,BENIGN
39783,443,TCP,4315.68,3372,399705,781.34,92617.02,3372,399705,118.54,40,120,2,0.73,DDoS
8080,8080,TCP,77.95,45,40235,577.22,516097.22,22,19670,894.12,44,1100,24,1.73,BENIGN
5915,80,TCP,900.45,3363,359053,3734.78,398746.76,3363,359053,106.77,40,120,2,1.41,DDoS
8080,21,TCP,304.98,15,11387,49.18,37335.38,8,6073,759.16,83,1033,24,20.33,BENIGN
8080,8080,TCP,201.13,9,9828,44.74,48860.67,5,5460,1092.01,84,1725,18,22.35,BENIGN
29844,80,TCP,4384.11,1127,55889,257.06,12748.08,1127,55889,49.59,40,120,2,1.13,DDoS
55052,80,TCP,1091.25,37,22632,33.91,20739.39,18,11010,611.69,56,850,16,29.49,BENIGN
22066,3389,TCP,1473.86,42,6475,28.5,4393.21,21,3237,154.17,50,500,24,8.9,BruteForce
8080,8080,TCP,6754.38,15,10536,2.22,1559.87,9,6322,702.46,51,921,16,450.29,BENIGN
80,22,TCP,1295.87,37,15536,28.55,11988.77,19,7978,419.92,59,660,18,35.02,BENIGN
80,443,TCP,415.0,38,36380,91.56,87659.87,22,21062,957.38,97,1208,18,10.92,BENIGN
443,53,TCP,653.31,31,29986,47.45,45898.2,17,16444,967.3,94,1211,16,21.07,BENIGN
7925,443,TCP,4564.36,2794,239448,612.13,52460.38,2794,239448,85.7,40,120,2,0.3,DDoS
443,22,UDP,877.2,37,25854,42.18,29472.88,20,13975,698.76,89,896,24,23.71,BENIGN
